"X","a1","d","g","u"
"X751",1.0,-2.533113746612221,0.0,1
"X752",1.0,-3.6611581873099777,0.0,1
"X753",1.0,0.8349038623017703,0.0,1
"X754",0,0,0,1
"X755",1.0,0.5027327569714706,0.0,1
"X756",1.0,-0.1864424038267554,0.0,1
"X757",0,0,0,1
"X758",0,0,0,1
"X759",1.0,0.6993356893334908,0.0,1
"X760",0,0,0,1
"X761",0,0,0,1
"X762",0,0,0,1
"X763",1.0,-4.097664300425352,0.0,1
"X764",0,0,0,1
"X765",0,0,0,1
"X766",0,0,0,1
"X767",0,0,0,1
"X768",1.0,1.121483247524807,0.0,1
"X769",0,0,0,1
"X770",1.0,-2.129311739126499,0.0,1
"X771",1.0,-2.878580263701729,0.0,1
"X772",1.0,-3.3431441748572746,0.0,1
"X773",0,0,0,1
"X774",0,0,0,1
"X775",1.0,-4.822885361732279,0.0,1
"X776",0,0,0,1
"X777",0,0,0,1
"X778",1.0,-4.097664300425352,0.0,1
"X779",1.0,-3.09026295835069,0.0,1
"X780",0,0,0,1
"X781",0,0,0,1
"X782",0,0,0,1
"X783",1.0,-0.438514051900237,0.0,1
"X784",0,0,0,1
"X785",0,0,0,1
"X786",0,0,0,1
"X787",0,0,0,1
"X788",1.0,-1.4381239910015204,0.0,1
"X789",1.0,-2.386784806485429,0.0,1
"X790",1.0,4.823432817144997,0.0,1
"X791",0,0,0,1
"X792",1.0,-0.6329714140779115,0.0,1
"X793",1.0,-2.878580263701729,0.0,1
"X794",0,0,0,1
"X795",0,0,0,1
"X796",1.0,2.6955217695848543,0.0,1
"X797",0,0,0,1
"X798",1.0,-1.6129899942528971,0.0,1
"X799",1.0,1.4381686382884122,0.0,1
"X800",0,0,0,1
"X801",1.0,-1.8032607262031888,0.0,1
"X802",0,0,0,1
"X803",0,0,0,1
"X804",0,0,0,1
"X805",0,0,0,1
"X806",0,0,0,1
"X807",0,0,0,1
"X808",0,0,0,1
"X809",0,0,0,1
"X810",0,0,0,1
"X811",0,0,0,1
"X812",1.0,-4.097664300425352,0.0,1
"X813",0,0,0,1
"X814",1.0,-3.6611581873099777,0.0,1
"X815",0,0,0,1
"X816",0,0,0,1
"X817",1.0,3.343292564126404,0.0,1
"X818",1.0,-4.097664300425352,0.0,1
"X819",0,0,0,1
