criterion_id,a_correctness,a_scaffolding,b,n_persons,a_se_approx
tb_0266_c01,0.498038,0.0,3.552694,115,0.33675
tb_0266_c06,0.0,-1.502386,3.662231,115,0.654998
tb_0266_c07,0.5597,-0.552615,3.325158,115,0.343535
tb_0266_c08,0.0,-0.869036,4.193953,115,0.806679
tb_0267_c01,0.84933,0.0,0.374334,115,0.161238
tb_0267_c02,0.938252,0.0,4.536944,115,0.574936
tb_0267_c03,1.052614,0.0,1.165685,115,0.221852
tb_0267_c04,0.656732,0.0,0.296985,115,0.133576
tb_0267_c05,0.678356,0.0,3.725389,115,0.389289
tb_0267_c07,1.013834,0.0,2.303709,115,0.279972
tb_0267_c08,0.879553,0.0,2.226002,114,0.254074
tb_0267_c10,0.559096,0.0,3.293329,115,0.308193
tb_0267_c12,0.99288,0.0,0.643282,110,0.19517
tb_0267_c14,0.649961,0.0,2.586327,115,0.242916
tb_0267_c19,1.686549,0.0,5.418457,114,0.77398
tb_0268_c01,0.985673,0.0,2.521222,114,0.292406
tb_0268_c09,0.472493,0.0,3.927507,113,0.403159
tb_0268_c10,0.60165,0.0,1.988758,113,0.193631
tb_0269_c02,4.351163,0.0,12.372256,115,3.873966
tb_0269_c03,0.714113,0.0,1.241791,115,0.168268
tb_0269_c06,1.953946,0.0,5.646063,115,0.839098
tb_0269_c07,4.452396,0.0,11.803876,115,3.907006
tb_0270_c01,0.783216,0.0,0.702823,115,0.159755
tb_0270_c02,0.842804,0.0,0.631838,113,0.168487
tb_0270_c03,1.437977,0.0,1.246925,109,0.318767
tb_0270_c04,1.761182,0.0,5.660818,115,0.820675
tb_0271_c02,6.073495,0.0,19.695755,115,4.422169
tb_0271_c03,1.555125,0.0,4.034225,115,0.541007
tb_0271_c04,2.756959,0.0,6.283207,115,0.941543
tb_0271_c05,2.456015,0.0,5.99056,115,0.909407
tb_0271_c06,4.719732,0.0,11.879915,115,3.853541
tb_0271_c08,6.073495,0.0,19.695755,115,4.422169
tb_0271_c09,1.369183,0.0,3.343328,115,0.435612
tb_0271_c10,0.650955,0.0,2.444341,115,0.230821
tb_0271_c12,0.775143,0.878005,4.522227,82,0.708515
tb_0272_c01,0.208595,0.0,3.179094,115,0.249602
tb_0272_c04,1.499258,0.0,5.628744,115,0.805719
tb_0272_c05,1.742519,0.0,4.137249,115,0.574759
tb_0272_c06,1.19216,0.0,3.851105,113,0.472016
tb_0273_c02,-0.198595,0.0,4.331134,115,0.378671
tb_0273_c04,-0.154361,0.0,3.837026,115,0.302013
tb_0273_c05,0.420158,0.0,1.541236,115,0.14494
tb_0273_c06,0.993208,0.0,1.372468,113,0.223917
tb_0273_c10,0.607938,0.0,2.052975,115,0.19575
tb_0273_c11,1.372348,0.0,6.154075,115,0.988458
tb_0273_c14,0.0,-0.48273,2.231865,115,0.330112
tb_0273_c15,0.098069,0.0,3.945634,115,0.343209
tb_0274_c01,0.723685,0.0,0.189108,110,0.144102
tb_0274_c02,0.712222,0.0,1.820943,115,0.196442
tb_0274_c04,0.950221,0.0,3.509502,115,0.391075
tb_0275_c02,4.351163,0.0,12.372256,114,3.873966
tb_0275_c03,1.836306,0.0,3.889309,114,0.560273
tb_0276_c02,1.372348,0.0,6.154075,115,0.988458
tb_0276_c03,0.613507,0.0,4.800604,115,0.625679
tb_0276_c06,0.377959,0.0,3.48688,115,0.310068
tb_0276_c07,0.172065,0.0,1.233344,115,0.114338
tb_0276_c08,0.801185,0.0,1.52184,115,0.194267
tb_0276_c10,0.941425,0.0,3.496678,115,0.388142
tb_0276_c11,0.938252,0.0,4.536944,115,0.574936
tb_0276_c13,1.406385,0.0,5.174042,82,0.788597
tb_0277_c01,2.667473,0.0,4.999284,115,0.767701
tb_0277_c02,6.073495,0.0,19.695755,115,4.422169
tb_0277_c03,4.351163,0.0,12.372256,115,3.873966
tb_0277_c04,0.263651,0.0,2.031958,113,0.163684
tb_0277_c05,0.469812,0.0,1.257204,114,0.13908
tb_0277_c06,0.282989,0.0,2.426396,115,0.185375
tb_0277_c07,0.38541,0.0,1.967456,115,0.163841
tb_0277_c08,3.501027,8.554156,12.119864,82,2.046998
tb_0278_c02,1.499258,0.0,5.628744,115,0.805719
tb_0278_c03,1.097477,0.0,1.743847,115,0.259774
tb_0278_c04,0.808064,0.0,2.433313,114,0.254153
tb_0278_c06,0.670447,0.0,1.616877,115,0.179154
tb_0278_c07,0.746777,0.0,0.7922,113,0.15844
tb_0278_c09,6.073495,0.0,19.695755,115,4.422169
tb_0278_c10,4.351163,0.0,12.372256,115,3.873966
tb_0278_c11,0.712755,0.0,2.80601,115,0.273057
tb_0279_c06,-0.011547,0.0,4.749246,115,0.488774
tb_0279_c09,1.591339,0.0,1.988264,113,0.389858
tb_0280_c02,6.073495,0.0,19.695755,115,4.422169
tb_0280_c03,6.073495,0.0,19.695755,115,4.422169
tb_0280_c04,6.073495,0.0,19.695755,115,4.422169
tb_0281_c02,4.351163,0.0,12.372256,115,3.873966
tb_0281_c03,0.714113,0.0,1.241791,115,0.168268
tb_0281_c04,1.761182,0.0,5.660818,115,0.820675
tb_0281_c05,0.872548,0.0,1.481316,115,0.204088
tb_0281_c06,4.351163,0.0,12.372256,115,3.873966
tb_0281_c07,0.745659,0.0,0.269565,115,0.144391
tb_0282_c07,1.414672,0.0,3.596451,115,0.469734
tb_0282_c09,0.0,-1.305039,2.820702,115,0.474961
tb_0282_c10,4.452396,0.0,11.803876,115,3.907006
tb_0283_c02,6.073495,0.0,19.695755,115,4.422169
tb_0283_c06,0.571244,0.0,3.058978,115,0.280539
tb_0284_c01,1.761182,0.0,5.660818,115,0.820675
tb_0284_c02,1.40471,0.0,2.919614,115,0.403699
tb_0284_c04,1.219361,0.679355,1.498805,115,0.271673
tb_0284_c05,0.0,-0.762333,0.906787,115,0.239039
tb_0285_c03,6.073495,0.0,19.695755,115,4.422169
tb_0285_c04,6.073495,0.0,19.695755,115,4.422169
tb_0285_c05,0.491088,0.0,2.206463,108,0.198272
tb_0285_c06,0.348287,0.0,1.173065,102,0.129416
tb_0285_c07,1.761182,0.0,5.660818,115,0.820675
tb_0285_c08,5.932842,-0.599478,19.835675,115,4.479058
tb_0285_c09,0.743815,0.0,-0.694693,99,0.144973
tb_0286_c02,0.780671,0.0,2.6804,111,0.274125
tb_0286_c03,0.851081,0.0,0.885415,114,0.176381
tb_0286_c04,1.479774,0.0,4.39183,114,0.585991
tb_0286_c05,2.456015,0.0,5.99056,115,0.909407
tb_0286_c06,1.143538,0.0,2.859925,115,0.34975
tb_0286_c07,0.539984,0.0,3.274757,114,0.30456
tb_0286_c08,0.260104,0.0,3.463331,114,0.292224
tb_0286_c09,0.613507,0.0,4.800604,115,0.625679
tb_0286_c11,0.498393,0.0,3.004667,115,0.264493
tb_0286_c12,0.938252,0.0,4.536944,115,0.574936
tb_0287_c03,0.799418,0.0,3.559023,115,0.378298
tb_0287_c06,0.262485,0.0,4.590646,115,0.500534
tb_0287_c07,1.373863,-0.003694,3.953966,115,0.514307
tb_0288_c02,0.345185,0.0,1.84964,113,0.153433
tb_0288_c03,0.655699,0.0,0.29734,115,0.133458
tb_0288_c04,1.372348,0.0,6.154075,115,0.988458
tb_0288_c05,0.553753,0.0,0.094787,112,0.122179
tb_0289_c02,0.644577,0.0,3.687243,115,0.378517
tb_0289_c03,1.016504,0.0,3.87873,115,0.453099
tb_0289_c04,1.372348,0.0,6.154075,115,0.988458
tb_0289_c08,0.916474,-6.623431,14.993653,115,3.004512
tb_0289_c09,0.59545,0.0,2.401287,115,0.219471
tb_0290_c02,1.776552,0.0,2.429889,115,0.462372
tb_0290_c03,1.010797,0.0,2.997115,115,0.340004
tb_0290_c05,1.980954,0.0,4.790385,114,0.683405
tb_0290_c06,1.761863,0.0,4.170193,115,0.580772
tb_0290_c09,0.262485,0.0,4.590646,115,0.500534
tb_0291_c01,4.351163,0.0,12.372256,115,3.873966
tb_0291_c03,0.498038,0.0,3.552694,115,0.33675
tb_0291_c04,1.632131,1.949907,4.184461,115,0.565263
tb_0291_c05,1.499258,0.0,5.628744,115,0.805719
tb_0291_c08,1.372348,0.0,6.154075,115,0.988458
tb_0292_c02,1.356552,0.0,-2.309116,113,0.244188
tb_0292_c03,0.788943,0.0,1.780516,115,0.206107
tb_0292_c04,1.177223,0.0,1.814874,115,0.280118
tb_0292_c05,1.396159,0.0,3.863411,112,0.509133
tb_0293_c01,0.265478,0.0,3.885892,115,0.3564
tb_0293_c02,0.916474,-6.623431,14.993653,115,3.004512
tb_0293_c03,1.898101,0.0,3.673536,114,0.57065
tb_0293_c04,2.658792,0.0,4.987262,114,0.772758
tb_0293_c05,1.317518,0.0,1.430135,115,0.28884
tb_0293_c06,0.791707,0.0,2.440642,115,0.252074
tb_0293_c08,-0.011547,0.0,4.749246,115,0.488774
tb_0294_c01,3.152758,-1.236566,2.15731,114,0.810609
tb_0294_c02,1.656727,0.0,-0.649122,114,0.304029
tb_0294_c04,0.070431,0.0,3.521197,112,0.282631
tb_0294_c05,2.461243,0.0,4.45423,115,0.712722
tb_0294_c07,1.284108,0.0,-0.46806,110,0.226628
tb_0294_c08,0.765164,0.0,0.147356,113,0.14715
tb_0295_c01,0.424136,0.0,3.92836,115,0.388721
tb_0295_c04,1.361325,0.0,6.117821,114,0.985242
tb_0295_c05,1.25371,0.0,1.990151,114,0.308937
tb_0295_c06,0.543591,0.0,2.65924,115,0.234894
tb_0295_c07,0.464611,0.0,0.653212,114,0.120318
tb_0295_c08,0.432345,0.0,2.191697,115,0.183318
tb_0295_c09,0.613365,0.0,1.133242,114,0.150711
tb_0296_c01,0.817809,0.0,2.467321,115,0.258515
tb_0296_c02,1.189128,0.0,3.249587,115,0.396191
tb_0296_c03,1.336969,0.0,3.294871,115,0.425378
tb_0296_c04,0.644577,0.0,3.687243,115,0.378517
tb_0296_c06,0.789805,0.0,2.082568,115,0.225079
tb_0296_c07,0.0,-5.244399,9.197535,115,3.791006
tb_0296_c10,2.059854,-0.413193,4.673243,82,0.755856
tb_0297_c02,6.073495,0.0,19.695755,115,4.422169
tb_0297_c04,0.938252,0.0,4.536944,115,0.574936
tb_0298_c01,1.329083,0.0,4.366067,112,0.568428
tb_0298_c04,0.170372,0.0,1.409657,115,0.120438
tb_0298_c05,0.528353,0.0,0.910395,111,0.135193
tb_0298_c06,-0.345032,0.0,5.337172,113,0.605441
tb_0298_c07,0.320102,0.0,1.390605,114,0.129989
tb_0298_c10,0.826362,0.0,1.644969,109,0.209206
tb_0298_c11,1.216341,0.0,1.291609,109,0.268163
tb_0299_c03,1.000942,0.0,2.044944,105,0.267399
tb_0299_c04,0.413793,0.0,1.875422,115,0.161358
tb_0299_c05,1.412346,0.0,2.922547,114,0.408455
tb_0299_c06,0.639796,0.0,1.601608,115,0.174071
tb_0299_c07,1.611497,0.0,4.547123,114,0.626747
tb_0300_c04,4.764807,0.0,11.806276,112,3.845888
tb_0301_c01,1.532398,0.0,2.410327,115,0.397052
tb_0301_c03,0.806544,0.0,2.909451,115,0.297945
tb_0301_c04,4.351163,0.0,12.372256,115,3.873966
tb_0301_c05,1.966291,0.0,3.719889,115,0.572102
tb_0301_c06,0.951343,0.0,2.861585,114,0.321046
tb_0301_c07,0.442065,0.0,2.194757,115,0.184622
tb_0301_c08,0.842043,0.0,3.616923,115,0.392358
tb_0301_c09,1.376202,0.0,4.290923,114,0.645349
tb_0301_c10,0.498394,0.0,3.004668,115,0.264493
tb_0301_c11,6.073495,0.0,19.695755,115,4.422169
tb_0302_c01,1.034454,0.0,1.615716,113,0.24082
tb_0302_c04,0.376264,0.0,2.580394,115,0.207425
tb_0302_c05,0.680188,0.0,3.412907,115,0.341276
tb_0302_c06,0.938252,0.0,4.536944,115,0.574936
tb_0303_c01,0.938252,0.0,4.536944,115,0.574936
tb_0303_c02,1.118048,0.0,1.663613,115,0.25937
tb_0303_c03,0.317723,0.0,1.408827,115,0.1301
tb_0303_c04,0.587217,0.0,2.149951,115,0.199494
tb_0303_c05,0.73401,0.0,0.764097,115,0.154465
tb_0303_c06,0.803377,0.0,1.523174,115,0.194687
tb_0303_c07,1.456305,0.0,3.14234,115,0.431889
tb_0304_c02,1.403862,0.0,2.034039,115,0.343231
tb_0304_c03,0.781634,0.0,2.88068,115,0.291109
tb_0304_c04,0.843744,0.0,2.24471,115,0.245461
tb_0304_c05,1.372348,0.0,6.154075,115,0.988458
tb_0304_c06,0.265478,0.0,3.885892,115,0.3564
tb_0305_c02,1.686723,0.0,1.150193,115,0.358687
tb_0305_c04,4.351163,0.0,12.372256,115,3.873966
tb_0305_c05,1.51311,0.369864,-1.076514,109,0.307383
tb_0305_c07,0.625519,0.0,4.079101,114,0.448136
tb_0305_c08,0.095083,0.0,3.003511,115,0.220262
tb_0306_c05,0.356171,0.0,0.718434,111,0.113641
tb_0306_c06,0.702999,0.0,2.09631,114,0.212498
tb_0306_c08,0.636484,0.0,0.562774,114,0.136455
tb_0307_c01,1.261276,0.0,-2.32555,113,0.225825
tb_0307_c06,0.434993,0.0,3.208492,115,0.280415
tb_0307_c09,0.670578,0.0,0.699412,115,0.144104
tb_0307_c13,0.671918,0.0,2.131991,112,0.213543
tb_0308_c01,0.6083,0.0,-0.573648,112,0.122561
tb_0308_c02,0.742126,0.0,1.747859,115,0.19685
tb_0308_c04,3.701896,8.859567,12.754475,115,2.024992
tb_0309_c02,0.0,-1.161343,3.958016,115,0.723978
tb_0309_c05,0.0,-0.527787,2.464607,115,0.365222
tb_0310_c01,0.905342,0.0,1.298006,113,0.201526
tb_0310_c06,1.203262,1.388707,3.960781,109,0.515768
tb_0310_c10,0.439565,0.0,3.210843,115,0.281313
tb_0310_c11,0.613507,0.0,4.800604,115,0.625679
tb_0311_c02,2.704098,0.0,3.995368,115,0.843818
tb_0311_c03,1.112924,0.0,2.384971,114,0.30476
tb_0311_c04,0.787158,-1.502524,3.696219,115,0.368525
tb_0311_c05,4.438983,-0.11489,11.834648,115,3.916236
tb_0311_c06,0.564625,0.0,3.298057,115,0.309585
tb_0312_c01,1.372348,0.0,6.154075,115,0.988458
tb_0312_c02,0.937284,0.0,3.260071,114,0.359029
tb_0312_c03,1.982129,0.0,4.792752,115,0.682622
tb_0312_c04,1.136878,0.0,4.42378,114,0.557266
tb_0313_c01,0.959151,0.0,3.522608,115,0.394064
tb_0313_c02,2.220953,0.0,4.453602,113,0.668513
tb_0313_c04,1.868555,0.0,4.234689,114,0.612262
tb_0313_c05,1.761182,0.0,5.660818,115,0.820675
tb_0314_c01,1.372348,0.0,6.154075,115,0.988458
tb_0314_c02,1.499258,0.0,5.628744,115,0.805719
tb_0314_c03,2.708406,2.980588,8.493529,115,2.714176
tb_0314_c07,0.780529,0.285673,2.689651,111,0.303341
tb_0314_c10,1.042099,0.0,-1.188567,114,0.179089
tb_0314_c11,0.625142,0.0,4.096201,115,0.451589
tb_0315_c01,1.436869,0.0,3.975971,113,0.526546
tb_0315_c02,6.073495,0.0,19.695755,115,4.422169
tb_0315_c03,0.941425,0.0,3.496678,115,0.388142
tb_0316_c01,0.372246,0.0,-0.413052,108,0.105846
tb_0316_c02,0.703358,0.0,2.108474,114,0.213553
tb_0316_c06,0.986453,0.463598,1.850698,114,0.251708
tb_0316_c07,0.89203,0.0,1.861581,115,0.228243
tb_0316_c09,0.321507,0.0,1.783971,115,0.147624
tb_0317_c02,1.879962,0.0,3.424836,115,0.538144
tb_0317_c03,1.372348,0.0,6.154075,115,0.988458
tb_0317_c04,1.379975,0.0,2.239371,115,0.350519
tb_0317_c05,1.499258,0.0,5.628744,115,0.805719
tb_0318_c02,6.073495,0.0,19.695755,115,4.422169
tb_0318_c03,0.895463,0.0,1.246369,115,0.197115
tb_0318_c04,0.847247,0.0,2.248136,115,0.246304
tb_0318_c05,0.332496,0.0,2.74081,115,0.217135
tb_0318_c07,0.501317,0.0,2.102141,114,0.186236
tb_0318_c08,0.875731,0.0,-0.878903,115,0.153004
tb_0318_c09,0.938129,0.0,-0.851174,114,0.161743
tb_0318_c10,0.911317,0.0,0.369153,115,0.170701
tb_0318_c12,0.425338,0.0,2.077796,115,0.174889
tb_0319_c03,6.073495,0.0,19.695755,115,4.422169
tb_0320_c02,2.130825,0.0,1.768717,114,0.511979
tb_0320_c03,1.981362,0.0,4.328156,114,0.621988
tb_0320_c04,1.799037,0.0,3.802078,114,0.548855
tb_0320_c05,1.206241,0.0,3.274568,114,0.402727
tb_0320_c07,1.374319,0.0,3.952849,115,0.507666
tb_0320_c08,0.0,-1.31818,2.829378,115,0.477483
tb_0321_c01,0.286948,0.0,1.629661,115,0.137211
tb_0321_c04,0.142088,0.0,2.124116,115,0.153732
tb_0322_c02,1.175476,0.0,-0.44177,115,0.202825
tb_0322_c04,0.810906,0.0,0.805506,114,0.16753
tb_0322_c05,0.790178,0.0,0.106362,111,0.151157
tb_0323_c01,1.258331,0.0,1.291171,115,0.26896
tb_0323_c03,1.162955,0.0,1.811,112,0.278308
tb_0323_c05,0.125112,0.0,3.928225,115,0.343775
tb_0324_c02,2.009483,0.0,4.843051,115,0.691513
tb_0324_c04,0.729607,0.0,2.58068,114,0.272222
tb_0324_c05,1.164095,0.0,3.043597,115,0.370813
tb_0324_c06,0.630624,0.0,4.784047,114,0.62946
tb_0325_c05,1.499258,0.0,5.628744,115,0.805719
tb_0325_c06,2.708408,2.98059,8.493531,115,2.714178
tb_0325_c07,1.602474,-0.523796,2.249108,115,0.409015
tb_0325_c09,0.0,-0.552987,3.340946,115,0.535747
tb_0326_c02,0.407012,0.0,0.614181,112,0.114693
tb_0326_c03,1.367581,0.0,6.140989,113,0.99095
tb_0326_c05,0.613507,0.0,4.800604,115,0.625679
tb_0327_c01,0.937909,0.0,-0.176101,115,0.165398
tb_0327_c02,0.804958,0.0,1.989767,115,0.221438
tb_0327_c03,0.869188,0.0,1.257656,114,0.195931
tb_0327_c04,0.964532,0.0,-0.310532,114,0.16924
tb_0327_c05,0.782874,0.0,3.281963,115,0.337718
tb_0327_c06,1.154596,0.0,-0.663703,115,0.197498
tb_0327_c07,0.964323,0.0,1.019269,114,0.199837
tb_0327_c08,0.884298,0.0,0.12277,113,0.164853
tb_0328_c02,0.818183,0.0,1.899409,115,0.217949
tb_0328_c06,0.0,-0.468417,1.290511,115,0.238762
tb_0329_c02,0.609919,0.0,4.788172,114,0.622715
tb_0329_c04,0.495931,0.0,-0.068858,114,0.11275
tb_0329_c05,0.660849,0.0,-0.437704,115,0.126915
tb_0329_c06,0.532213,-0.168524,3.092824,115,0.320012
tb_0330_c01,0.594701,0.0,0.722358,107,0.141419
tb_0330_c02,0.912242,0.0,2.977913,109,0.344042
tb_0330_c03,0.609113,0.0,2.708059,114,0.249521
tb_0330_c04,0.791295,0.0,1.741055,106,0.226274
tb_0330_c05,0.842396,0.0,1.378785,114,0.194856
tb_0330_c06,1.151242,0.0,3.817328,113,0.463284
tb_0330_c08,0.465944,0.0,0.301663,112,0.114841
tb_0330_c09,0.118768,0.0,3.165942,109,0.248541
tb_0330_c11,0.258907,0.0,4.58684,114,0.50222
tb_0330_c12,0.902512,0.0,3.168787,111,0.34368
tb_0330_c13,0.64011,0.0,1.513328,108,0.174116
tb_0330_c14,0.421522,0.0,3.92487,114,0.389843
tb_0330_c17,1.020534,0.0,1.751222,106,0.25698
tb_0330_c18,0.6291,0.0,4.781532,113,0.630862
tb_0330_c22,0.694334,0.0,2.226424,114,0.221133
tb_0330_c23,0.578201,0.0,0.918527,112,0.140322
tb_0331_c01,0.0,0.059335,2.165292,115,0.290524
tb_0331_c02,0.991642,0.0,2.81094,114,0.319654
tb_0331_c03,1.309385,0.0,3.325308,105,0.454832
tb_0331_c04,2.140566,0.0,3.650225,114,0.635059
tb_0331_c05,2.221642,0.0,3.683567,114,0.642656
tb_0331_c06,1.847553,0.0,4.174426,113,0.605884
tb_0331_c07,1.421807,0.0,3.180967,109,0.440058
tb_0331_c08,1.002984,0.0,3.424383,111,0.397853
tb_0332_c03,1.59906,0.0,3.036745,115,0.4521
tb_0332_c05,1.636889,0.0,3.242664,115,0.474318
tb_0333_c03,0.441207,0.0,0.51171,113,0.115641
tb_0333_c04,0.810885,0.0,0.921193,106,0.178499
tb_0333_c05,0.570814,0.0,2.523629,115,0.22634
tb_0334_c02,1.372348,0.0,6.154075,115,0.988458
tb_0334_c04,0.497312,0.0,3.531829,113,0.335224
tb_0334_c05,0.613507,0.0,4.800604,115,0.625679
tb_0334_c06,0.768236,0.0,2.295156,111,0.240509
tb_0334_c09,1.499258,0.0,5.628744,115,0.805719
tb_0334_c10,0.61179,0.0,1.800162,112,0.181864
tb_0335_c01,6.073495,0.0,19.695755,115,4.422169
tb_0335_c02,6.073495,0.0,19.695755,115,4.422169
tb_0335_c03,0.625142,0.0,4.096201,115,0.451589
tb_0335_c04,6.073495,0.0,19.695755,115,4.422169
tb_0335_c05,0.283608,0.0,-1.42536,110,0.117336
tb_0336_c01,0.610863,0.0,4.795658,114,0.626717
tb_0336_c02,1.309396,0.0,4.382814,114,0.563392
tb_0336_c03,1.498955,0.0,5.628027,114,0.806129
tb_0336_c04,1.371976,0.0,6.153147,114,0.989114
tb_0336_c06,1.371976,0.0,6.153147,114,0.989114
tb_0336_c07,4.452396,0.0,11.803876,114,3.907006
tb_0336_c08,6.073495,0.0,19.695755,114,4.422169
tb_0336_c09,0.504402,0.0,2.101587,114,0.186441
tb_0337_c02,1.348052,0.0,1.305705,109,0.294148
tb_0337_c03,6.073495,0.0,19.695755,115,4.422169
tb_0337_c05,0.782874,0.0,3.281963,115,0.337718
tb_0337_c06,1.352622,-0.425497,2.413131,115,0.363004
tb_0337_c07,0.968097,0.0,0.178511,112,0.178218
tb_0338_c01,0.613717,0.0,4.783876,114,0.620751
tb_0338_c02,1.046271,0.0,3.908024,114,0.46157
tb_0338_c03,1.026729,0.0,2.170629,114,0.272892
tb_0338_c04,0.931255,0.0,3.454453,113,0.382993
tb_0338_c05,0.826456,0.0,2.347997,115,0.250373
tb_0338_c06,1.372348,0.0,6.154075,115,0.988458
tb_0338_c08,0.613507,0.0,4.800604,115,0.625679
tb_0339_c01,1.21346,0.0,0.224913,114,0.221983
tb_0339_c02,0.974652,0.0,0.887614,115,0.196572
tb_0339_c04,0.84208,0.0,1.547612,115,0.202268
tb_0339_c05,1.617534,0.0,2.016786,115,0.394496
tb_0339_c06,0.781634,0.0,2.88068,115,0.291109
tb_0340_c01,0.773906,0.0,1.984351,108,0.220837
tb_0340_c02,0.794845,0.0,1.847792,107,0.214524
tb_0340_c05,0.854371,0.0,1.523767,114,0.203378
tb_0340_c06,1.020189,0.0,1.992278,111,0.261643
tb_0340_c10,0.0,-0.641187,3.669322,115,0.627741
tb_0341_c01,1.751069,0.0,4.623433,115,0.643316
tb_0341_c02,4.719732,0.0,11.879915,115,3.853541
tb_0341_c03,6.073495,0.0,19.695755,115,4.422169
tb_0341_c04,5.798472,-0.549161,19.248915,113,4.513754
tb_0341_c05,0.912932,0.0,0.598835,104,0.187832
tb_0341_c07,0.633269,0.0,2.572061,115,0.239249
tb_0342_c01,0.664028,0.0,2.039801,111,0.205024
tb_0342_c02,1.380379,0.0,4.400198,110,0.584628
tb_0342_c03,6.073495,0.0,19.695755,114,4.422169
tb_0342_c04,1.25338,0.0,3.536954,114,0.438939
tb_0342_c05,6.073495,0.0,19.695755,114,4.422169
tb_0343_c01,6.073381,0.0,19.69537,114,4.422511
tb_0343_c03,0.558619,0.0,1.550242,92,0.176791
tb_0343_c04,0.723217,-0.3831,3.277953,107,0.368759
tb_0343_c05,0.089059,1.029159,3.243003,111,0.306822
tb_0343_c07,0.555285,0.0,0.463178,114,0.125615
tb_0343_c08,0.754796,-1.141427,3.207892,115,0.328451
tb_0344_c01,0.051748,0.0,2.683996,115,0.188159
tb_0344_c03,1.361325,0.0,6.117821,114,0.985242
tb_0344_c04,0.503452,0.0,1.987698,100,0.185815
tb_0344_c05,-0.356898,0.0,4.665905,115,0.429217
tb_0344_c07,0.409826,-4.835048,9.072665,115,0.748883
tb_0345_c01,4.719732,0.0,11.879915,115,3.853541
tb_0345_c03,0.613507,0.0,4.800604,115,0.625679
tb_0345_c05,1.134536,0.0,1.102508,114,0.235242
tb_0345_c06,1.148369,0.0,3.021582,115,0.365922
tb_0345_c08,1.087788,0.0,3.457397,111,0.410177
tb_0345_c09,1.310143,0.0,4.384357,115,0.562828
tb_0345_c10,1.378886,0.0,6.109308,114,0.969972
tb_0345_c12,0.848823,0.0,0.641563,115,0.167897
tb_0346_c01,0.632697,0.0,1.429792,110,0.166463
tb_0346_c04,0.664214,0.0,3.670494,114,0.382602
tb_0346_c06,1.116492,0.0,2.546814,115,0.317951
tb_0346_c08,0.178236,0.0,2.083009,113,0.15457
tb_0346_c10,0.0,0.629595,0.491543,112,0.203974
tb_0347_c01,1.251879,0.0,2.974271,111,0.397409
tb_0348_c01,0.959335,0.0,1.920388,115,0.243894
tb_0348_c02,0.295851,0.0,1.135338,112,0.119162
tb_0348_c04,1.23407,0.0,2.561017,115,0.341818
tb_0348_c06,1.761182,0.0,5.660818,115,0.820675
tb_0349_c01,0.886,0.0,2.836575,115,0.303174
tb_0349_c02,6.073495,0.0,19.695755,115,4.422169
tb_0349_c03,1.515872,0.0,5.593421,114,0.798443
tb_0349_c04,0.75177,0.0,2.490893,114,0.253395
tb_0349_c08,1.310143,0.0,4.384357,115,0.562828
tb_0350_c01,1.042469,0.0,1.009006,113,0.2142
tb_0350_c03,0.661168,0.0,3.373278,114,0.333133
tb_0350_c05,1.189893,0.0,1.628656,112,0.28191
tb_0350_c07,0.613717,0.0,4.783876,114,0.620751
tb_0351_c01,0.788753,0.0,0.092283,113,0.147514
tb_0351_c02,0.808293,0.0,1.666428,113,0.204028
tb_0351_c03,0.45394,0.0,2.257773,111,0.191759
tb_0352_c01,6.073495,0.0,19.695755,115,4.422169
tb_0352_c02,1.253102,0.0,2.103178,115,0.313859
tb_0352_c03,0.907808,0.0,3.235905,110,0.365037
tb_0352_c04,0.986375,0.0,3.563084,115,0.403252
tb_0352_c05,6.073266,0.0,19.694985,113,4.422853
tb_0352_c06,4.351163,0.0,12.372256,115,3.873966
tb_0353_c02,1.36984,0.0,4.486222,112,0.594803
tb_0353_c04,0.150985,0.0,2.961256,114,0.22134
tb_0353_c05,5.208785,1.850733,13.965601,115,4.173357
tb_0354_c02,6.073495,0.0,19.695755,115,4.422169
tb_0354_c10,0.613507,0.0,4.800604,115,0.625679
tb_0354_c11,0.705825,0.0,2.939926,113,0.286077
tb_0354_c12,0.613717,0.0,4.783876,114,0.620751
tb_0355_c02,1.550513,0.0,2.386272,113,0.400958
tb_0355_c05,1.77984,-0.610055,5.675473,115,0.798918
tb_0355_c06,1.470959,-1.636007,5.505276,114,0.669551
tb_0355_c07,0.0,0.666598,1.320237,92,0.241474
tb_0355_c08,0.0,0.474075,1.528113,107,0.23209
tb_0356_c01,4.428726,0.0,11.747389,114,3.912777
tb_0356_c02,1.427893,0.0,3.012106,111,0.435243
tb_0356_c03,1.262388,0.0,3.426864,112,0.435301
tb_0356_c04,4.428726,0.0,11.747389,114,3.912777
tb_0356_c05,0.983552,0.0,2.363578,114,0.278918
tb_0357_c01,1.545459,0.0,5.483425,103,0.824075
tb_0357_c02,1.790058,0.0,1.958354,102,0.461745
tb_0357_c03,0.946619,0.0,3.897127,108,0.46993
tb_0357_c04,0.856569,0.0,3.381657,103,0.377346
tb_0357_c05,0.742793,0.0,3.55794,106,0.386442
tb_0357_c06,1.738505,0.0,2.990404,111,0.494822
tb_0357_c07,1.710086,0.0,3.514134,115,0.508562
tb_0357_c10,0.400981,0.0,1.540677,115,0.143031
tb_0357_c11,1.414222,0.0,2.932532,115,0.406593
